Year,CO2 (ppmv),Temperature,Year(for Temp),Celsius Temperature,Temperature Anomaly,Year (for CH4),CH4 Mean,Year (for Ire records),Annual Mean Temperature (Ire),Temp Anomaly (Ire),Year (for Ire records),Annual Mean Precipitation (Ire),Precipitation Anomaly (Ire)
-81038.26099999998,246.32246412221588,211.2,-388565.6,-61.94999999999999,-6.211494252873571,-252837,405.0,,,,,,
-80576.7192,240.87295493897983,212.0,-388249.1,-61.14999999999998,-5.41149425287356,-252492,420.0,,,,,,
-80118.79049999997,238.88896579028287,211.9,-387930.9,-61.24999999999997,-5.511494252873554,-251959,427.0,,,,,,
-79761.43100000001,234.13416436720672,212.6,-387631.6,-60.54999999999998,-4.811494252873565,-251738,426.0,,,,,,
-79256.94249999998,230.32953997112173,212.6,-387334.5,-60.54999999999998,-4.811494252873565,-251351,398.0,,,,,,
-78771.78550000001,233.92301778529907,213.2,-387054.9,-59.94999999999999,-4.211494252873571,-250980,401.0,,,,,,
-78380.36249999997,230.6005847869417,213.5,-386783.3,-59.64999999999998,-3.91149425287356,-250592,396.0,,,,,,
-77927.75800000002,234.7426828516585,214.1,-386526.9,-59.04999999999998,-3.3114942528735654,-250207,395.0,,,,,,
-77460.36299999998,229.2553349654497,214.7,-386285.1,-58.44999999999999,-2.711494252873571,-249782,401.0,,,,,,
-77019.54013333334,227.2993454606292,214.0,-386026.7,-59.14999999999998,-3.41149425287356,-248670,432.0,,,,,,
-76557.94999999998,224.1427524434798,213.9,-385766.3,-59.24999999999997,-3.511494252873554,-248311,408.0,,,,,,
-76130.753,226.64717080896844,213.7,-385499.8,-59.44999999999999,-3.711494252873571,-247957,413.0,,,,,,
-75665.91499999998,224.91795384960736,213.1,-385218.5,-60.04999999999998,-4.311494252873565,-247596,410.0,,,,,,
-75106.4805,231.68344444807624,213.2,-384938.8,-59.94999999999999,-4.211494252873571,-247229,408.0,,,,,,
-74746.73599999998,238.01317290414423,213.7,-384672.1,-59.44999999999999,-3.711494252873571,-246901,466.0,,,,,,
-74297.47216666667,239.34140543854343,212.9,-384384.7,-60.24999999999997,-4.511494252873554,-246578,473.0,,,,,,
-73900.65049999999,249.9395723649484,212.7,-384091.9,-60.44999999999999,-4.711494252873571,-246088,540.0,,,,,,
-73595.13366666668,249.52367746086176,212.5,-383791.9,-60.64999999999998,-4.91149425287356,-245911,525.0,,,,,,
-73117.95149999997,243.2700059361268,212.0,-383480.7,-61.14999999999998,-5.41149425287356,-245613,525.0,,,,,,
-72575.645,241.2403946279206,212.3,-383177.3,-60.849999999999966,-5.111494252873548,-245123,545.0,,,,,,
-72271.48233333335,231.3339802376306,212.2,-382870.7,-60.94999999999999,-5.211494252873571,-244934,508.0,,,,,,
-71800.95566666668,232.73507960739272,213.0,-382588.0,-60.14999999999998,-4.41149425287356,-244582,513.0,,,,,,
-71269.31633333334,230.8909584063356,212.9,-382301.7,-60.24999999999997,-4.511494252873554,-244243,486.0,,,,,,
-70916.04366666666,232.33476105332247,212.6,-382009.8,-60.54999999999998,-4.811494252873565,-243934,475.0,,,,,,
-70540.14999999998,232.7908655423784,213.6,-381742.8,-59.54999999999998,-3.811494252873565,-243645,494.0,,,,,,
-70142.81486666668,239.45635365708617,213.5,-381474.2,-59.64999999999998,-3.91149425287356,-243272,503.0,,,,,,
-69743.65023333335,237.5634446299485,213.6,-381207.7,-59.54999999999998,-3.811494252873565,-243130,502.0,,,,,,
-69329.16903333334,235.0157701160404,213.7,-380944.3,-59.44999999999999,-3.711494252873571,-242900,519.0,,,,,,
-68978.87216666664,225.17215906542413,213.2,-380669.4,-59.94999999999999,-4.211494252873571,-242660,523.0,,,,,,
-68477.26266666668,220.32661122546068,213.1,-380391.3,-60.04999999999998,-4.311494252873565,-242435,528.0,,,,,,
-68102.1648,215.55081317503783,212.9,-380107.2,-60.24999999999997,-4.511494252873554,-242205,528.0,,,,,,
-67642.01713333334,211.2583877926514,213.2,-379830.8,-59.94999999999999,-4.211494252873571,-241972,541.0,,,,,,
-67131.5285,205.420359086996,213.3,-379556.0,-59.849999999999966,-4.111494252873548,-241756,546.0,,,,,,
-66669.99346666667,203.42547248921588,212.7,-379268.0,-60.44999999999999,-4.711494252873571,-241488,558.0,,,,,,
-66196.18849999999,200.17043811242027,212.4,-378971.1,-60.74999999999997,-5.011494252873554,-241396,538.0,,,,,,
-65779.6785,203.758804582249,212.4,-378672.9,-60.74999999999997,-5.011494252873554,-240973,542.0,,,,,,
-65364.5875,201.14189964947187,212.2,-378371.2,-60.94999999999999,-5.211494252873571,-240883,525.0,,,,,,
-65009.710666666666,207.20522458616009,211.8,-378057.0,-61.349999999999966,-5.611494252873548,-240723,519.0,,,,,,
-64489.3055,204.3859977224767,211.3,-377728.8,-61.849999999999966,-6.111494252873548,-240647,515.0,,,,,,
-63987.23266666668,200.59108353507256,212.2,-377426.7,-60.94999999999999,-5.211494252873571,-240560,521.0,,,,,,
-63814.51269999999,198.17360428453367,211.7,-377109.8,-61.44999999999999,-5.711494252873571,-240406,539.0,,,,,,
-63596.44649999999,208.9757824141881,211.9,-376797.6,-61.24999999999997,-5.511494252873554,-240328,523.0,,,,,,
-63096.72066666667,199.17080568979725,211.5,-376476.7,-61.64999999999998,-5.91149425287356,-240248,594.0,,,,,,
-62917.4226,201.6702793802828,211.8,-376161.8,-61.349999999999966,-5.611494252873548,-240096,680.0,,,,,,
-62707.29413333334,203.6954666984904,211.2,-375831.2,-61.94999999999999,-6.211494252873571,-240027,696.0,,,,,,
-62163.77896666667,199.7280299125443,211.0,-375494.0,-62.14999999999998,-6.41149425287356,-239957,673.0,,,,,,
-61946.87993333334,197.242366435254,211.0,-375155.8,-62.14999999999998,-6.41149425287356,-239804,653.0,,,,,,
-61605.79266666668,197.40343593339367,210.8,-374812.2,-62.349999999999966,-6.611494252873548,-239740,667.0,,,,,,
-61010.89566666668,200.14813320360096,210.6,-374462.1,-62.54999999999998,-6.811494252873565,-239667,648.0,,,,,,
-60824.57333333335,202.7086782342372,210.5,-374108.3,-62.64999999999998,-6.91149425287356,-239428,661.0,,,,,,
-60602.00602222222,202.5567478249938,210.3,-373751.4,-62.849999999999966,-7.111494252873548,-239329,641.0,,,,,,
-59950.7233,206.3768851547348,211.4,-373428.2,-61.74999999999997,-6.011494252873554,-239154,623.0,,,,,,
-59604.1108,210.90340290966515,211.8,-373118.6,-61.349999999999966,-5.611494252873548,-239075,627.0,,,,,,
-59284.84403333334,210.56770709704924,212.1,-372819.0,-61.04999999999998,-5.311494252873565,-238987,611.0,,,,,,
-59110.877466666665,207.954258455404,212.4,-372527.3,-60.74999999999997,-5.011494252873554,-238811,616.0,,,,,,
-58867.61723333333,213.77895408048403,212.9,-372250.1,-60.24999999999997,-4.511494252873554,-238721,616.0,,,,,,
-58566.6315,217.25313232793505,213.3,-371983.8,-59.849999999999966,-4.111494252873548,-238629,609.0,,,,,,
-58423.05923333333,212.8709102876108,212.6,-371698.8,-60.54999999999998,-4.811494252873565,-238441,599.0,,,,,,
-58159.88306666667,216.6606807562948,212.2,-371402.8,-60.94999999999999,-5.211494252873571,-238353,606.0,,,,,,
-57783.46935,223.454816116,211.8,-371097.8,-61.349999999999966,-5.611494252873548,-238263,601.0,,,,,,
-57430.40500000001,226.3532918442512,211.9,-370794.4,-61.24999999999997,-5.511494252873554,-238077,592.0,,,,,,
-57155.06914999999,231.2935761342168,211.8,-370489.4,-61.349999999999966,-5.611494252873548,-237984,597.0,,,,,,
-56483.31999999999,223.14855036746204,211.8,-370184.1,-61.349999999999966,-5.611494252873548,-237885,594.0,,,,,,
-56267.01230000002,224.3533976707648,212.1,-369887.7,-61.04999999999998,-5.311494252873565,-237711,562.0,,,,,,
-55893.72470000001,223.71829246142204,211.2,-369566.8,-61.94999999999999,-6.211494252873571,-237624,577.0,,,,,,
-55526.26499999999,217.3763243825505,211.2,-369246.6,-61.94999999999999,-6.211494252873571,-237540,566.0,,,,,,
-55260.94264999999,215.69652704379405,211.5,-368934.4,-61.64999999999998,-5.91149425287356,-237318,564.0,,,,,,
-54553.58249999998,212.4366913146648,210.9,-368605.0,-62.24999999999997,-6.511494252873554,-237204,579.0,,,,,,
-54287.12940000001,207.67411308560085,210.9,-368274.8,-62.24999999999997,-6.511494252873554,-237099,565.0,,,,,,
-53959.53739999998,210.2748744860088,210.5,-367931.3,-62.64999999999998,-6.91149425287356,-236998,559.0,,,,,,
-53603.13,214.7766439566713,210.0,-367573.3,-63.14999999999998,-7.41149425287356,-236898,549.0,,,,,,
-53343.45915,208.19350573591464,210.9,-367245.0,-62.24999999999997,-6.511494252873554,-236804,588.0,,,,,,
-53064.48765000002,216.8579026931373,211.0,-366922.5,-62.14999999999998,-6.41149425287356,-236691,549.0,,,,,,
-52744.61249999999,213.88701388029443,211.2,-366605.2,-61.94999999999999,-6.211494252873571,-236465,550.0,,,,,,
-52437.125000000015,217.9567383202817,211.1,-366284.3,-62.04999999999998,-6.311494252873565,-236368,566.0,,,,,,
-52206.60319999998,220.3743647767866,210.8,-365956.4,-62.349999999999966,-6.611494252873548,-236159,554.0,,,,,,
-51856.25204999999,221.13790909272413,210.5,-365619.6,-62.64999999999998,-6.91149425287356,-236031,557.0,,,,,,
-51450.45315000001,223.261990272584,210.9,-365293.9,-62.24999999999997,-6.511494252873554,-235924,565.0,,,,,,
-51158.25250000001,223.71721395019227,210.8,-364966.5,-62.349999999999966,-6.611494252873548,-235815,539.0,,,,,,
-50850.742500000015,221.1479059817251,210.7,-364639.4,-62.44999999999999,-6.711494252873571,-235482,548.0,,,,,,
-50623.676,220.7236106732058,211.0,-364322.1,-62.14999999999998,-6.41149425287356,-235359,545.0,,,,,,
-50434.780900000005,219.08254103386616,211.0,-364002.1,-62.14999999999998,-6.41149425287356,-235158,543.0,,,,,,
-50136.81984999999,213.81781717736385,210.1,-363657.6,-63.04999999999998,-7.311494252873565,-235042,554.0,,,,,,
-49829.530000000006,215.07712976760632,210.1,-363312.1,-63.04999999999998,-7.311494252873565,-234912,529.0,,,,,,
-49481.4466,211.57084710504336,210.9,-362992.1,-62.24999999999997,-6.511494252873554,-234661,518.0,,,,,,
-49079.17010000002,207.63643592103045,211.1,-362681.1,-62.04999999999998,-6.311494252873565,-234440,512.0,,,,,,
-48577.41474999999,207.40999031146947,210.8,-362361.0,-62.349999999999966,-6.611494252873548,-234151,481.0,,,,,,
-48270.5469,206.744026938688,211.2,-362054.2,-61.94999999999999,-6.211494252873571,-233970,508.0,,,,,,
-48056.51000000001,204.37676012041777,211.2,-361747.2,-61.94999999999999,-6.211494252873571,-233742,499.0,,,,,,
-47778.31500000001,203.8713291389937,211.3,-361443.2,-61.849999999999966,-6.111494252873548,-233477,478.0,,,,,,
-47512.65525,204.0580378539165,210.1,-361106.6,-63.04999999999998,-7.311494252873565,-233128,462.0,,,,,,
-47352.98039999999,200.12004323663527,210.4,-360778.9,-62.74999999999997,-7.011494252873554,-232987,519.0,,,,,,
-47037.95264999999,201.57862918592315,210.9,-360466.9,-62.24999999999997,-6.511494252873554,-232731,453.0,,,,,,
-46477.85999999999,200.97514386943084,210.6,-360144.3,-62.54999999999998,-6.811494252873565,-232481,433.0,,,,,,
-46273.18175000001,206.18208295015896,209.9,-359802.2,-63.24999999999997,-7.511494252873554,-232199,426.0,,,,,,
-45993.7511,205.65965094423697,210.7,-359484.0,-62.44999999999999,-6.711494252873571,-231924,430.0,,,,,,
-45760.390000000014,203.7878948817506,209.7,-359136.4,-63.44999999999999,-7.711494252873571,-231643,457.0,,,,,,
-45574.35689999999,204.2599351400208,210.3,-358808.9,-62.849999999999966,-7.111494252873548,-231377,429.0,,,,,,
-45364.97619999998,207.5966069009341,209.8,-358467.0,-63.349999999999966,-7.611494252873548,-231103,419.0,,,,,,
-45136.27499999999,210.2720270577908,210.3,-358140.3,-62.849999999999966,-7.111494252873548,-230811,434.0,,,,,,
-44937.935000000005,210.8376323281788,209.7,-357797.3,-63.44999999999999,-7.711494252873571,-230484,440.0,,,,,,
-44796.4378,214.1828461994789,209.7,-357454.8,-63.44999999999999,-7.711494252873571,-230185,433.0,,,,,,
-44685.902,216.41663219437743,209.7,-357114.3,-63.44999999999999,-7.711494252873571,-229894,429.0,,,,,,
-44358.5475,218.34888238109227,209.2,-356758.5,-63.94999999999999,-8.211494252873571,-229455,431.0,,,,,,
-44231.255,219.24687294689664,209.5,-356412.3,-63.64999999999998,-7.91149425287356,-229260,429.0,,,,,,
-44107.33380000001,221.7721744693644,209.5,-356065.3,-63.64999999999998,-7.91149425287356,-228914,417.0,,,,,,
-43927.10855000001,222.71746789063323,209.7,-355726.5,-63.44999999999999,-7.711494252873571,-228572,456.0,,,,,,
-43746.05500000001,217.51186974587569,209.6,-355386.1,-63.54999999999998,-7.811494252873565,-228231,506.0,,,,,,
-43510.322400000005,214.5013713408328,209.8,-355053.4,-63.349999999999966,-7.611494252873548,-227927,474.0,,,,,,
-43330.38750000001,213.9182293789752,209.9,-354722.6,-63.24999999999997,-7.511494252873554,-227471,464.0,,,,,,
-43192.015,207.9533487146811,209.6,-354381.6,-63.54999999999998,-7.811494252873565,-227311,473.0,,,,,,
-43046.15699999999,211.4870756888481,209.5,-354039.8,-63.64999999999998,-7.91149425287356,-226992,471.0,,,,,,
-42866.0105,210.4383494018988,209.4,-353694.1,-63.74999999999997,-8.011494252873554,-226642,490.0,,,,,,
-42705.53499999998,212.28537276723185,209.5,-353353.1,-63.64999999999998,-7.91149425287356,-226297,517.0,,,,,,
-42540.50250000001,204.82615482707928,209.7,-353018.9,-63.44999999999999,-7.711494252873571,-225938,491.0,,,,,,
-42400.46499999999,206.2215634864937,210.2,-352700.8,-62.94999999999999,-7.211494252873571,-225582,504.0,,,,,,
-42254.44639999999,201.99679013111552,211.1,-352409.9,-62.04999999999998,-6.311494252873565,-225235,503.0,,,,,,
-42145.19614999999,204.30591912829976,210.9,-352115.4,-62.24999999999997,-6.511494252873554,-224763,547.0,,,,,,
-41859.01,201.68967291161368,211.0,-351824.2,-62.14999999999998,-6.41149425287356,-224587,547.0,,,,,,
-41711.15755,203.1809190815252,210.7,-351525.1,-62.44999999999999,-6.711494252873571,-224306,532.0,,,,,,
-41565.82055000001,204.2219503591491,210.6,-351221.6,-62.54999999999998,-6.811494252873565,-223956,556.0,,,,,,
-41400.662500000006,201.66462398159248,210.6,-350920.1,-62.54999999999998,-6.811494252873565,-222950,516.0,,,,,,
-41221.885,203.1620719019197,210.6,-350617.2,-62.54999999999998,-6.811494252873565,-222737,496.0,,,,,,
-41018.0782,204.26047843855287,210.7,-350318.3,-62.44999999999999,-6.711494252873571,-222382,476.0,,,,,,
-40899.867,206.35415471090323,210.5,-350015.7,-62.64999999999998,-6.91149425287356,-221918,504.0,,,,,,
-40678.3001,204.82674347655345,210.5,-349713.0,-62.64999999999998,-6.91149425287356,-221652,464.0,,,,,,
-40365.817500000005,200.8960917386434,210.6,-349412.4,-62.54999999999998,-6.811494252873565,-221316,489.0,,,,,,
-39950.68680000001,199.89056576724948,210.8,-349118.0,-62.349999999999966,-6.611494252873548,-220979,543.0,,,,,,
-39809.2075,201.12434903906265,210.3,-348811.0,-62.849999999999966,-7.111494252873548,-220629,519.0,,,,,,
-39655.9736,205.4900663672548,211.0,-348523.8,-62.14999999999998,-6.41149425287356,-220338,528.0,,,,,,
-39353.5942,204.18539759772148,211.1,-348240.2,-62.04999999999998,-6.311494252873565,-220035,504.0,,,,,,
-39217.90404000001,201.5320304267976,211.2,-347958.1,-61.94999999999999,-6.211494252873571,-219694,495.0,,,,,,
-38957.388600000006,200.96619797440223,210.7,-347663.9,-62.44999999999999,-6.711494252873571,-219374,501.0,,,,,,
-38804.3,200.46615960740988,212.0,-347401.4,-61.14999999999998,-5.41149425287356,-219038,488.0,,,,,,
-38603.43999999997,201.4844524663304,210.4,-347099.3,-62.74999999999997,-7.011494252873554,-218729,491.0,,,,,,
-38535.94648,201.3226860426168,209.8,-346778.5,-63.349999999999966,-7.611494252873548,-218426,484.0,,,,,,
-38358.4,197.90454896091208,209.7,-346453.8,-63.44999999999999,-7.711494252873571,-218115,477.0,,,,,,
-38195.3,193.690311850125,210.3,-346147.9,-62.849999999999966,-7.111494252873548,-217825,538.0,,,,,,
-38162.1,193.08131430805,211.0,-345860.4,-62.14999999999998,-6.41149425287356,-217543,508.0,,,,,,
-38092.7,192.5956555545,209.9,-345545.2,-63.24999999999997,-7.511494252873554,-217266,489.0,,,,,,
-37950.5,197.55250733926664,209.9,-345230.5,-63.24999999999997,-7.511494252873554,-216998,469.0,,,,,,
-37934.99999999999,193.873098888,210.4,-344929.3,-62.74999999999997,-7.011494252873554,-216733,461.0,,,,,,
-37807.100000000006,193.581354240625,209.5,-344602.7,-63.64999999999998,-7.91149425287356,-216475,495.0,,,,,,
-37759.2,196.6742707386,210.0,-344289.6,-63.14999999999998,-7.41149425287356,-216218,460.0,,,,,,
-37671.00000000001,195.70159247466665,210.1,-343981.4,-63.04999999999998,-7.311494252873565,-215817,453.0,,,,,,
-37565.4,200.402973875925,209.7,-343662.2,-63.44999999999999,-7.711494252873571,-215692,445.0,,,,,,
-37504.4,198.138503631,209.9,-343347.2,-63.24999999999997,-7.511494252873554,-215456,452.0,,,,,,
-37452.9,191.53156337775,209.6,-343024.1,-63.54999999999998,-7.811494252873565,-215216,443.0,,,,,,
-37429.4,204.77737582488,209.4,-342695.4,-63.74999999999997,-8.011494252873554,-214990,454.0,,,,,,
-37389.8,207.868080375675,209.8,-342379.2,-63.349999999999966,-7.611494252873548,-214452,480.0,,,,,,
-37369.9,209.326456305,209.4,-342052.6,-63.74999999999997,-8.011494252873554,-213965,457.0,,,,,,
-37353.2,209.495641888,210.1,-341744.8,-63.04999999999998,-7.311494252873565,-213481,506.0,,,,,,
-37315.7,208.685091262475,208.9,-341404.6,-64.24999999999997,-8.511494252873554,-213015,569.0,,,,,,
-37170.50000000001,207.323585223,209.8,-341089.5,-63.349999999999966,-7.611494252873548,-212569,561.0,,,,,,
-37103.6,204.2829889158,208.7,-340740.5,-64.44999999999999,-8.711494252873571,-212102,591.0,,,,,,
-37026.8,202.3448524395,209.2,-340408.9,-63.94999999999999,-8.211494252873571,-211638,574.0,,,,,,
-37005.6,205.98808959113333,209.5,-340086.3,-63.64999999999998,-7.91149425287356,-211179,573.0,,,,,,
-36924.7,205.650989878,209.0,-339749.0,-64.14999999999998,-8.41149425287356,-210742,586.0,,,,,,
-36862.6,206.085787558,209.3,-339422.5,-63.849999999999966,-8.111494252873548,-210311,583.0,,,,,,
-36773.4,206.543994036,210.2,-339122.3,-62.94999999999999,-7.211494252873571,-209852,577.0,,,,,,
-36720.8,204.455553872625,210.8,-338840.8,-62.349999999999966,-6.611494252873548,-209400,593.0,,,,,,
-36671.8,204.7919056404,211.2,-338569.3,-61.94999999999999,-6.211494252873571,-208954,579.0,,,,,,
-36623.6,208.23327262075,211.6,-338309.4,-61.54999999999998,-5.811494252873565,-208528,558.0,,,,,,
-36583.2,210.07869060075,211.7,-338053.0,-61.44999999999999,-5.711494252873571,-208103,565.0,,,,,,
-36522.9,207.2301825856,212.2,-337808.1,-60.94999999999999,-5.211494252873571,-207663,548.0,,,,,,
-36462.8,210.7947524055,212.5,-337569.8,-60.64999999999998,-4.91149425287356,-207203,532.0,,,,,,
-36409.2,207.99977968,212.9,-337341.3,-60.24999999999997,-4.511494252873554,-206763,511.0,,,,,,
-36334.2,207.411157001,212.7,-337110.1,-60.44999999999999,-4.711494252873571,-206403,515.0,,,,,,
-36242.4,206.5229252229,213.3,-336891.5,-59.849999999999966,-4.111494252873548,-205836,504.0,,,,,,
-36215.59999999999,208.335059710425,213.8,-336682.7,-59.349999999999966,-3.611494252873548,-205390,513.0,,,,,,
-36138.5,214.3603925775,214.3,-336483.5,-58.849999999999966,-3.1114942528735483,-204902,499.0,,,,,,
-36050.3,211.213425214,214.4,-336287.5,-58.74999999999997,-3.011494252873554,-204401,487.0,,,,,,
-35945.0,214.2064208262,214.9,-336100.4,-58.24999999999997,-2.511494252873554,-203932,506.0,,,,,,
-35827.2,212.09241359079,215.3,-335920.2,-57.849999999999966,-2.1114942528735483,-203426,490.0,,,,,,
-35697.5,212.135905967,215.4,-335742.6,-57.74999999999997,-2.011494252873554,-202936,488.0,,,,,,
-35668.600000000006,214.2958990008333,215.4,-335565.2,-57.74999999999997,-2.011494252873554,-202401,462.0,,,,,,
-35511.3,209.8366778265,215.6,-335391.6,-57.54999999999998,-1.8114942528735647,-201847,493.0,,,,,,
-35481.0,212.5055286975,215.9,-335223.3,-57.24999999999997,-1.511494252873554,-201302,436.0,,,,,,
-35388.1,206.586570978,216.2,-335059.8,-56.94999999999999,-1.211494252873571,-200726,489.0,,,,,,
-35352.0,209.65639176,216.1,-334896.2,-57.04999999999998,-1.3114942528735654,-200213,466.0,,,,,,
-35346.5,208.25190909,216.4,-334737.2,-56.74999999999997,-1.011494252873554,-199709,541.0,,,,,,
-35193.2,207.34584681975,217.2,-334588.7,-55.94999999999999,-0.211494252873571,-199344,539.0,,,,,,
-35168.600000000006,210.157174784,217.2,-334442.2,-55.94999999999999,-0.211494252873571,-198791,530.0,,,,,,
-35073.4,206.3568576216,217.7,-334301.7,-55.44999999999999,0.2885057471264289,-198398,539.0,,,,,,
-34989.8,203.514345808,217.8,-334163.3,-55.349999999999966,0.3885057471264517,-197400,627.0,,,,,,
-34870.2,202.7603345828749,218.0,-334027.8,-55.14999999999998,0.5885057471264403,-196954,668.0,,,,,,
-34762.8,203.7543230524,219.1,-333905.0,-54.04999999999998,1.6885057471264346,-196515,609.0,,,,,,
-34719.6,203.76951759,218.6,-333777.9,-54.54999999999998,1.1885057471264346,-196086,598.0,,,,,,
-34641.8,205.10239260525,219.6,-333661.7,-53.54999999999998,2.188505747126434,-195632,579.0,,,,,,
-34556.3,198.9617645275,219.4,-333544.6,-53.74999999999997,1.988505747126446,-195165,589.0,,,,,,
-34311.8,200.09164615275,219.8,-333430.9,-53.349999999999966,2.388505747126452,-194666,564.0,,,,,,
-34223.100000000006,201.7797825328,219.3,-333313.0,-53.849999999999966,1.888505747126452,-194154,548.0,,,,,,
-34136.5,204.123014498,220.0,-333202.6,-53.14999999999998,2.5885057471264403,-193655,534.0,,,,,,
-33998.3,198.799944457875,220.8,-333099.5,-52.349999999999966,3.388505747126452,-193113,530.0,,,,,,
-33904.6,203.2886587452,220.8,-332996.4,-52.349999999999966,3.388505747126452,-192550,488.0,,,,,,
-33751.600000000006,200.5019756069,220.3,-332890.6,-52.849999999999966,2.888505747126452,-191965,472.0,,,,,,
-33722.50000000001,201.81310262977505,220.9,-332789.4,-52.24999999999997,3.488505747126446,-191329,493.0,,,,,,
-33617.99999999999,201.8276293501,220.9,-332689.5,-52.24999999999997,3.488505747126446,-190742,503.0,,,,,,
-33580.7,201.88660042935,221.6,-332594.8,-51.54999999999998,4.188505747126435,-190150,512.0,,,,,,
-33558.5,202.041266727,221.6,-332499.2,-51.54999999999998,4.188505747126435,-189652,496.0,,,,,,
-33547.09999999999,201.06305549865,220.5,-332396.4,-52.64999999999998,3.0885057471264403,-189120,471.0,,,,,,
-33495.8,200.29875552115,220.6,-332292.8,-52.54999999999998,3.188505747126434,-188309,470.0,,,,,,
-33433.0,201.35769286432503,220.7,-332190.5,-52.44999999999999,3.288505747126429,-187651,432.0,,,,,,
-33409.4,203.6185257355,220.6,-332087.8,-52.54999999999998,3.188505747126434,-187073,423.0,,,,,,
-33387.0,204.46706210535,221.1,-331989.6,-52.04999999999998,3.688505747126434,-186547,425.0,,,,,,
-33331.7,205.3761847385,221.5,-331894.4,-51.64999999999998,4.08850574712644,-185981,462.0,,,,,,
-33215.8,203.60050857025,221.2,-331797.3,-51.94999999999999,3.788505747126429,-185466,446.0,,,,,,
-33139.6,198.7828307793,220.9,-331697.8,-52.24999999999997,3.488505747126446,-184962,437.0,,,,,,
-32916.8,203.0917776366,220.9,-331597.0,-52.24999999999997,3.488505747126446,-184256,447.0,,,,,,
-32875.6,202.795646976,220.2,-331491.1,-52.94999999999999,2.788505747126429,-183593,459.0,,,,,,
-32760.6,197.16130487225,220.2,-331384.9,-52.94999999999999,2.788505747126429,-182905,476.0,,,,,,
-32697.800000000003,198.89171239745,220.9,-331284.5,-52.24999999999997,3.488505747126446,-182258,514.0,,,,,,
-32670.0,200.2924224414,220.4,-331180.4,-52.74999999999997,2.988505747126446,-181766,532.0,,,,,,
-32652.6,199.48892964,220.0,-331072.2,-53.14999999999998,2.5885057471264403,-180965,530.0,,,,,,
-32606.9,199.6474818549,219.9,-330962.3,-53.24999999999997,2.488505747126446,-180323,528.0,,,,,,
-32384.4,196.201852015,219.1,-330846.1,-54.04999999999998,1.6885057471264346,-179614,496.0,,,,,,
-32362.800000000003,196.266613322,219.5,-330732.2,-53.64999999999998,2.0885057471264403,-179069,496.0,,,,,,
-32300.800000000003,195.7913334535,218.2,-330605.5,-54.94999999999999,0.788505747126429,-178270,490.0,,,,,,
-32240.300000000003,194.8874767012333,218.9,-330484.2,-54.24999999999997,1.488505747126446,-177627,452.0,,,,,,
-32114.200000000004,195.93175875275,218.8,-330361.7,-54.349999999999966,1.3885057471264517,-176969,483.0,,,,,,
-32041.5,195.4109156717249,217.7,-330227.7,-55.44999999999999,0.2885057471264289,-176471,479.0,,,,,,
-32007.0,196.47191999325,217.7,-330092.6,-55.44999999999999,0.2885057471264289,-175828,542.0,,,,,,
-31975.9,194.47027317217496,217.3,-329953.7,-55.849999999999966,-0.1114942528735483,-175301,550.0,,,,,,
-31957.5,194.46060405395,217.3,-329814.4,-55.849999999999966,-0.1114942528735483,-174724,547.0,,,,,,
-31935.7,195.2662323655,217.1,-329672.4,-56.04999999999998,-0.3114942528735653,-174079,499.0,,,,,,
-31891.000000000007,195.627148340675,217.8,-329539.3,-55.349999999999966,0.3885057471264517,-173391,466.0,,,,,,
-31808.10000000001,200.03106638475,217.7,-329406.4,-55.44999999999999,0.2885057471264289,-172789,471.0,,,,,,
-31605.300000000003,197.79975641045,218.1,-329277.5,-55.04999999999998,0.6885057471264346,-172236,457.0,,,,,,
-31541.4,197.12526326695,217.5,-329142.7,-55.64999999999998,0.0885057471264403,-171683,427.0,,,,,,
-31467.5,196.89622890765,218.4,-329016.6,-54.74999999999997,0.988505747126446,-171189,456.0,,,,,,
-31198.300000000003,197.646004846875,218.3,-328891.1,-54.849999999999966,0.8885057471264517,-170480,433.0,,,,,,
-31059.0,196.32609642975,218.2,-328764.5,-54.94999999999999,0.788505747126429,-169397,480.0,,,,,,
-30930.9,196.70181603277496,218.2,-328637.5,-54.94999999999999,0.788505747126429,-168816,484.0,,,,,,
-30863.10000000001,199.302319209275,217.8,-328506.6,-55.349999999999966,0.3885057471264517,-168213,448.0,,,,,,
-30764.1,195.93861278715,218.1,-328378.4,-55.04999999999998,0.6885057471264346,-167603,442.0,,,,,,
-30727.8,195.08012700165003,217.8,-328246.8,-55.349999999999966,0.3885057471264517,-167051,478.0,,,,,,
-30644.6,194.4295742917,217.4,-328111.5,-55.74999999999997,-0.0114942528735539,-166542,445.0,,,,,,
-30561.1,194.606829741,218.1,-327982.9,-55.04999999999998,0.6885057471264346,-166061,496.0,,,,,,
-30484.8,194.110429478875,217.5,-327848.4,-55.64999999999998,0.0885057471264403,-165540,495.0,,,,,,
-30411.2,195.247244775875,217.7,-327716.3,-55.44999999999999,0.2885057471264289,-164957,479.0,,,,,,
-30357.9,192.46518778166669,218.3,-327591.2,-54.849999999999966,0.8885057471264517,-164360,449.0,,,,,,
-30200.6,196.9080549903,218.4,-327467.7,-54.74999999999997,0.988505747126446,-163783,433.0,,,,,,
-30197.5,196.4166558834,218.6,-327347.2,-54.54999999999998,1.1885057471264346,-163198,424.0,,,,,,
